0 0.5000000000000000000000000000 0.0000000000000000000000000000 0.0000000000000000000000000000 1.0000000000000000000000000000
0.01 0.4997999933336668926111627838 0.0099986664443962873561848907 -0.0400026667777526001783980579 0.9995999066459961399284201437
0.02 0.4991998933293674026114099327 0.0199893272848029370768600298 -0.0800213351445784395766915395 0.9983985052921239217428846767
0.03 0.4981994599397762171249081365 0.0299639544655094146870759421 -0.1200720129360487296903090566 0.9963924242948972672866641272
0.04 0.4967982929835859190228649452 0.0399144748716854924941916943 -0.1601707200159163240004634248 0.9935760182594942457179809119
0.05 0.4949958320000498597284501536 0.0498327474087007968806803849 -0.2003334931122064050386054868 0.9899413287184756715158672636
0.06 0.4927913560620130904299062458 0.0597105396066716675251536439 -0.2405763891944005383204777721 0.9854780284000459422927902438
0.07 0.4901839835647889205660771428 0.0695395035828236347868884563 -0.2809154868280539708271409850 0.9801733483887800703477512428
0.08 0.4871726720142082868563273858 0.0793111511861936756913294214 -0.3213668848730938728564075310 0.9740119872605557648046257055
0.09 0.4837562178439493561116261075 0.0890168281388379254348790269 -0.3619466977994886912293337835 0.9669760010350094040824870641
0.10 0.4799332563000876555424098867 0.0986476869748624837942720672 -0.4026710467753197190911939632 0.9590446725285288061378285598
0.11 0.4757022614399761938795219145 0.1081946585630131212543842078 -0.4435560455327948303987658988 0.9501943584034301314441187968
0.12 0.4710615463034079048233869689 0.1176484219799449600411337303 -0.4846177798313607895033266067 0.9403983118887223355360146604
0.13 0.4660092633269352080989999065 0.1269993724792845125044880057 -0.5258722791060973226279656100 0.9296264787881412824811398575
0.14 0.4605434050877162143904009544 0.1362375872757622260883729113 -0.5673354786042804085141667196 0.9178452639844079439091969458
0.15 0.4546618054819263664374172732 0.1453527888335217157673798080 -0.6090231699611005115136720341 0.9050172651863080250497988991
0.16 0.4483621414653586643190854840 0.1543343053125975332446032512 -0.6509509377315141090928390278 0.8911009701373097808742547475
0.17 0.4416419355112501949328730322 0.1631710277867859315362991977 -0.6931340788595179198842669283 0.8760504128996816948470366081
0.18 0.4344985589737532449098572581 0.1718513637988803635397377389 -0.7355875014039990556112063052 0.8598147841334481497197504006
0.19 0.4269292365862310743143761017 0.1803631867645342605140555813 -0.7783255980203310394819032666 0.8423379894902220036562167961
